Title,id,Samling,Nr,Titel,Dato,speaker_id,text,Date,doc_id,Name,Year,Parti,Period,.groups
Kathrine Olldag,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3556,": tak, formand. det er en udsøgt fornøjelse at vikariere for vores ordfører på det her lovforslag, anne sophie callesen, og det er nok, fordi det er et lovforslag, der også ligger mig meget på sinde. jeg er selv opvokset på de samme kanter som fru ellen trane nørby og bor nu på sydsjælland, hvor børnetallet rasler ned. så det her er i allerhøjeste grad en meget, meget nærværende, alvorlig diskussion, som vi i radikale venstre selvfølgelig tager alvorligt. lad os lige vende tilbage til, hvad det her forslag handler om: det handler om at forlænge den midlertidige løsning for elevfordeling, altså det såkaldte fordelingsudvalg i regionernes mulighed for at lave lokale elevfordelingsregler, og det vil sige fordeling efter fredag den 30. oktober 2020 andre kriterier end afstand, som ellers er kriteriet, og det er jo dejligt. i et liberalt hjerte i hvert fald i mit passer det ualmindelig godt, at den her handleret lægges ud lokalt, hvor man kender forholdene, fordi de lokale elevfordelingsregler kan bruges med det formål at løse eller imødegå udfordringer af faglig, pædagogisk eller social karakter, som har sammenhæng med elevsammensætningen på en eller flere skoler i fordelingsudvalgets område. fordelingsudvalget skal kunne sandsynliggøre, at elevsammensætningen på en eller flere institutioner i fordelingsudvalgets område giver anledning til faglige, pædagogiske eller sociale udfordringer. det ligger i den midlertidige løsning, at institutioner, der oplever problemer, kan anmode fordelingsudvalget om at fastsætte lokale elevfordelingsregler. det er godt nok. men det er svært for en institution at træde frem som eksemplet på en skole med dårlig søgning eller skæv elevsammensætning. det bliver i vores øjne selvforstærkende og løser ikke de grundlæggende problemer. derfor har radikale venstre længe presset på for at få en varig løsning på udfordringerne med elevfordeling, og vi er derfor også meget ærgerlige over, at vi nu er nødt til at forlænge den midlertidige løsning. det havde vi ikke behøvet. vi burde have forhandlet en løsning i sidste folketingssamling, corona eller ej. vi kunne også være gået i gang før corona. som en del af aftalen om at forlænge den midlertidige løsning her har vi derfor også betinget os, at en varig løsning skal forhandles i dette efterår. foreløbig er det kun blevet til indledende sonderinger af terrænet, og vi glæder os derfor til at blive indkaldt til rigtige forhandlinger hellere i dag end i morgen. vi er klar. men selv om vi er utålmodige for at finde en varig løsning, må vi jo erkende, at det ikke er muligt at nå det til næste skoleår, og derfor støtter vi selvfølgelig op om lovforslaget her.",2020-10-30T15:12:00Z,2843,Kathrine Olldag,2020,Radikale Venstre,2019-,47
Jens Rohde,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3557,": tak, siger vi til fru kathrine olldag. der er ikke nogen, der har indtegnet sig, så ordføreren slipper for videre tiltale. så er det fru astrid carøe fra sf. værsgo. ordfører ",2020-10-30T15:15:00Z,2844,Jens Rohde,2020,Radikale Venstre,2019-,47
Astrid Carøe,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3558,": tak for det. vi skal have lavet en ny langsigtet løsning for fordelingen af elever på gymnasier. det tror jeg godt rigtig mange af os herinde kan finde en enighed om, og jeg tror også, at vi efterhånden er klar over, hvad udfordringerne er. der er brug for, at vi sikrer de små gymnasier i de mindre byer, og der er brug for, at vi får løst udfordringen med polarisering, som for sf s vedkommende især handler om, at vi selvfølgelig skal mødes og gå i skole på tværs af samfundslag. det er udfordringer, der kalder på forskellige løsninger forskellige steder i landet, og det er udfordringer, som vi skal have løst, hvis ikke det skal betyde skolelukninger og et mere opdelt samfund. men en udskydelse af solnedgangsklausulen har været nødvendig på grund af corona. derfor støtter vi forslaget. men det nytter ikke noget, hvis ikke der snart kommer skub i forhandlingerne. det ser vi også gerne sker i det her efterår, så vi ikke om et år behøver at udskyde ændringen endnu en gang. i sf mener vi i øvrigt også, at det er vigtigt, at en ny model for elevfordeling hænger sammen med en ændring af taxametersystemet, og at det forhandles samtidig. det håber vi ministeren også vil tage initiativ til. med det sagt kan vi støtte lovforslaget og ser frem til forhandlinger om både elevfordeling og taxameter inden næste skoleår, så vi ikke behøver at stå her igen og udskyde solnedgangsklausulen. 55",2020-10-30T15:16:00Z,2845,Astrid Carøe,2020,Socialistisk Folkeparti,2019-,47
Jens Rohde,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3559,: fru mette thiesen har bedt om en kommentar.,2020-10-30T15:17:00Z,2846,Jens Rohde,2020,Radikale Venstre,2019-,47
Pia Kjærsgaard,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,355,": tak for det. den første er hr. kasper sand kjær, socialdemokratiet. værsgo.",2020-10-08T11:08:00Z,2847,Pia Kjærsgaard,2020,Dansk Folkeparti,2019-,47
Mette Thiesen,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3560,": tusind tak. jeg ville egentlig bare høre også sf s ordfører om, hvilket empirisk grundlag ordføreren har for at mene, at den her fordeling af elever vil gavne. for jeg går ud fra, at man, hvis man vil lave så stor en omkalfatring, som man er i gang med at tale om nu på gymnasieområdet, så har et virkelig, virkelig stærkt fagligt fundament for at lave den her ændring, altså et opgør med det frie valg, hvad man jo er i fuld gang med, og som den her aftale også er en del af. hvad er det for et grundlag, som sf har for at tro, at det her vil virke?",2020-10-30T15:17:00Z,2848,Mette Thiesen,2020,x - Nye Borgerlige,2019-,47
Pia Olsen Dyhr,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,1256,": det er jeg sådan set enig i. jeg er klar til at sætte den offentlige sektor fri. men vi taler om mennesker med handicap. jeg kunne jo nævne fru kirsten rolfsager, som lever i gribskov kommune, som har oplevet, at hun ikke længere har hjælp hele døgnet rundt, på trods af at hun, når hun sover, lige pludselig risikerer at tabe vejret, hvis hun ikke får hjælp af en maskine. det er noget, gribskov kommune har valgt at spare væk. det er en sag, hun har ført ved ankestyrelsen flere gange, men alligevel har hun ikke hjælp hele døgnet. det betyder faktisk, at det er risikabelt for hende at falde i søvn, fordi hun ikke kan få den fornødne hjælp. hun har gigt, hun har funktionsnedsættelse, hun vil faktisk gerne leve sit liv og ville have kunnet gøre det, hvis det ikke var, fordi vi havde en kommune, der helt konkret har grebet meget voldsomt ind i hendes liv. og jeg nævner det ikke, fordi det er en konkret sag: det er bare et eksempel på en sag, som er ganske alvorlig, og som der ikke bliver handlet på i dag.",2020-10-08T22:26:00Z,285,Pia Olsen Dyhr,2020,Socialistisk Folkeparti,2019-,47
Astrid Carøe,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3562,": jeg tror, jeg vil starte med at understrege, at man jo også i dag elevfordeler. det gør vi også i dag. i dag er der heller ikke helt frit valg. for sf er det enormt vigtigt, at der selvfølgelig er et frit uddannelsesvalg. og så tror jeg, jeg vil understrege, at det frie valg også handler om at opretholde gymnasier i de små byer, fordi de risikerer at lukke, hvis ikke vi gør noget. for de mange elever, der ikke kan rejse langt, er det frie valg jo også, at vi stadig tilbyder det udbud. vi har elevfordeling i dag. der er ikke frit valg i dag. vi bliver nødt til at kigge på de her regler, så vi får gjort op med, at vi risikerer, at der er nogle små gymnasier i de mindre byer, der lukker, og at der kommer øget polarisering på vores uddannelsesinstitutioner i danmark.",2020-10-30T15:18:00Z,2850,Astrid Carøe,2020,Socialistisk Folkeparti,2019-,47
Mette Thiesen,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3564,": nu siger ordføreren det her med øget polarisering. der vil jeg bare høre, om ordføreren har noget at bygge det på, altså hvorfor det nødvendigvis skulle være godt, at man får blandet de her ting. vi er altid i nye borgerlige superklar til at gå ind og lave noget god politik, der gør, at man i langt højere grad har mulighed for at bosætte sig i vores rigtig dejlige landdistrikter. der kan man eksempelvis se, at man og det er hovedsagelig i jylland betaler en rigtig, rigtig høj registreringsafgift. så sf kan jo være med til sammen med nye borgerlige at fjerne registreringsafgiften, så man har mulighed for også at pendle i langt højere grad som familie, hvis man vil bosætte sig i de egne. men det empiriske grundlag og faglige grundlag for at tro, at den her fordelingsmodel virker, mangler jeg stadig at få svar på fra sf s side.",2020-10-30T15:19:00Z,2852,Mette Thiesen,2020,x - Nye Borgerlige,2019-,47
Astrid Carøe,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3566,": for sf er det enormt vigtigt, at der er frit uddannelsesvalg i danmark. selvfølgelig skal man kunne vælge, hvilken uddannelse man går på. men vi bliver nødt til at holde hånden under de her udkantsgymnasier. vi bliver nødt til at gøre op med polariseringen. og så 56 fredag den 30. oktober 2020 tror jeg bare, jeg lige vil understrege, at når man går på en ungdomsuddannelse, er man typisk under 18 og har typisk ikke kørekort til at kunne køre bil. det kan være, at man kan føre en knallert. men derfor er det altså vigtigere at kigge på busafgange. for os er det ekstremt vigtigt, at folk ikke bliver tvunget til at køre meget, meget lang tid i bus for at gå på deres ungdomsuddannelse. netop derfor er det vigtigt, at vi holder hånden under de små gymnasier, så folk ikke skal gøre det.",2020-10-30T15:19:00Z,2854,Astrid Carøe,2020,Socialistisk Folkeparti,2019-,47
Jens Rohde,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3567,": vi siger tak til fru astrid carøe. så er det enhedslistens ordfører, hr. jakob sølvhøj. ordfører ",2020-10-30T15:20:00Z,2855,Jens Rohde,2020,Radikale Venstre,2019-,47
Jakob Sølvhøj,20201_M8_referat,20201,8,"Referat af møde 8 den 30. oktober, 2020 kl. 10.00",30-10-2020,3568,": hvor ville det have været rigtig dejligt, hvis vi i dag skulle behandle et lovforslag om nye fordelingsregler af permanent karakter på de gymnasiale uddannelser. jeg kan høre på kollegaerne her, at det for mange ville have været en lettelse, hvis vi var kommet så langt. problemerne er store, og det haster med at få dem løst, og det haster på flere måder. det haster i forhold til en række mindre gymnasier, især i yderområderne, som er alvorligt pressede, fordi der er et faldende elevtal og derfor en ringere økonomi. det betyder jo, at det på den måde, som man kan drive de mindre gymnasier på, er vanskeligere at oprette studieretninger, og at det er vanskeligere at sikre et bredt spekter af attraktive valgfag. og det er bl.a. derfor, at vi ser, at mange elever søger væk fra de mindre gymnasier. et andet problem er hele den sociale skævvridning, som også får den afledte effekt, at der etnisk bliver en skævvridning på vores gymnasier. vi ser det i hovedstadsområdet, vi ser det i aarhusområdet, og flere af ordførerne har jo været inde på de problemer, som det giver. der er i årevis blevet appelleret om, især fra gymnasier i hovedstadsområdet og aarhusområdet, at vi måtte se at få løst det her, så vi kunne skabe en større mangfoldighed i elevsammensætningen. det kan ikke vare meget længere, før vi finder en permanent løsning. er vi i gang med forhandlinger? jeg synes, at det blev sagt heroppefra, at vi ikke er i gang med dem. men man kan sige, at det er forhandlinger, som vi er ved at løbe i gang. det synes jeg egentlig at vi er, for vi har jo haft nogle også udmærkede drøftelser om det. jeg tror egentlig, at vi vil være i stand til jeg kan høre, at det ikke er alle, men en del af os at nå frem til fælles løsninger. vi kan have meget forskellige opfattelser af det og også meget forskellige måder at beskrive problemerne på. fru marie krarup og jeg er jo meget enige om, at distriktsgymnasier kan være en god løsning, men jeg italesætter det nok lidt anderledes. men jeg tror egentlig, at vi på tværs af partierne kan finde en fornuftig løsning, der både sikrer, at man kan drive gymnasium med et betryggende elevgrundlag ude i yderområderne, og sikrer, at vi kan få gymnasier med en mangfoldig elevsammensætning i hovedstadsområdet, aarhusområdet og andre steder, hvor det er et problem. vi har som sagt bragt det ind i forhandlingerne, at vi tror, at distriktsgymnasier kan være en rigtig løsning. vi synes ikke, det er epokegørende at have den opfattelse, at det er udmærket, hvis elever går på et gymnasium i nærheden af, hvor de bor. det synes vi egentlig er en fornuftig løsning. vi mener ikke, at der skal slås en jernring omkring det. vi synes, at der skal skabes muligheder for, at man kan træffe indholdsmæssige valg. der skal være et frit uddannelsesvalg, stx, htx osv. men derudover skal der tænker jeg hvis man indholdsmæssigt vil søge bestemte studieretninger, være visse muligheder for at bryde en distriktsstruktur. men den grundlæggende idé om, at elever går i skole i et område, hvor de bor, synes vi er et fornuftigt udgangspunkt. vi er meget indstillet på at drøfte også andre modeller. jeg hører, at vi er enige om at italesætte problemet, og det tænker jeg faktisk er en rigtig god begyndelse til også at prøve at finde fælles løsninger. så det er rigtig ærgerligt, at vi ikke er kommet så langt, og at vi kun lige er ved at løbe forhandlingerne i gang, men vi har altså i enhedslisten en forhåbning om, at vi kan finde nogle løsninger i fællesskab. og indtil vi har fundet dem, vil det være letsindigt andet end at fortsætte den aftale, som vi lavede sidste år, og give regionerne en mulighed for at fastsætte lokale fordelingsregler. vi har strengt taget også lavet en aftale om det. derfor er det selvfølgelig sådan, at enhedslisten kan støtte forslaget.",2020-10-30T15:20:00Z,2856,Jakob Sølvhøj,2020,Enhedslisten,2019-,47
